pair_idx,of_time_ms,tm_time_ms,of_mean_intensity,tm_mean_intensity,mse,mae,correlation,of_motion_coverage,tm_motion_coverage
109,23.269000004802365,4.582800000207499,0.09117165952920914,0.06278232485055923,0.01747404970228672,0.0605391263961792,0.7338510687657391,0.20447916666666666,0.1375
110,21.70269999623997,3.185700006724801,0.06735707074403763,0.10381222516298294,0.04148821160197258,0.08409477770328522,0.636696982059827,0.1856076388888889,0.1527777777777778
111,21.387599997979123,3.018599993083626,0.038949109613895416,0.10326367616653442,0.04744458571076393,0.08848190307617188,0.6676539181612952,0.13586805555555556,0.1527777777777778
112,20.639800000935793,3.397599997697398,0.08077629655599594,0.09444589912891388,0.036336127668619156,0.08547541499137878,0.6164901904615022,0.22095486111111112,0.1527777777777778
113,22.538900004292373,3.321100004541222,0.07889440655708313,0.06216006726026535,0.026981478556990623,0.07504186779260635,0.5127507448703761,0.17456597222222223,0.1527777777777778
114,26.86349999567028,4.760800002259202,0.09728346765041351,0.061220452189445496,0.022631384432315826,0.06772539764642715,0.6267651112802155,0.21789930555555556,0.1527777777777778
115,24.902999997721054,4.7231999997165985,0.05250917375087738,0.1081295758485794,0.048682425171136856,0.09476296603679657,0.6911561091081226,0.16911458333333335,0.1527777777777778
116,34.36060000240104,3.142200002912432,0.0672794058918953,0.08043411374092102,0.02756340429186821,0.07353383302688599,0.5263740161509082,0.1913888888888889,0.18333333333333332
117,23.620399995706975,3.0779000007896684,0.11741627752780914,0.05668157711625099,0.026493540033698082,0.08363650739192963,0.6850603347773386,0.2323611111111111,0.18333333333333332
118,22.167700000863988,2.9884000032325275,0.08777616173028946,0.03504777327179909,0.028791075572371483,0.07604259997606277,0.46906412851550583,0.20005208333333332,0.10694444444444444
119,21.0155999957351,3.0881999991834164,0.07625900954008102,0.03101455606520176,0.03354213386774063,0.07609571516513824,0.26895815272698176,0.17046875,0.0763888888888889
120,22.68239999830257,4.566700001305435,0.08707370609045029,0.07602889090776443,0.026891173794865608,0.0744791179895401,0.6714426900651231,0.2068576388888889,0.12222222222222222
121,25.447400003031362,4.676500000641681,0.07385077327489853,0.05492483451962471,0.014241053722798824,0.05817701667547226,0.751974244891639,0.15862847222222223,0.1375
122,25.27399999962654,3.277600000728853,0.09190911799669266,0.06238242983818054,0.020638275891542435,0.06241912394762039,0.7047067610976098,0.19307291666666668,0.12222222222222222
123,22.558499993465375,3.131100005703047,0.035359401255846024,0.11746884882450104,0.06410679966211319,0.10914842039346695,0.5804028994015916,0.11866319444444444,0.16805555555555557
124,22.555700001248624,3.2672000015736558,0.04961680248379707,0.11943288147449493,0.05652748793363571,0.10220415145158768,0.5684432790635067,0.13557291666666665,0.18333333333333332
125,21.98130000033416,3.044400000362657,0.05077226459980011,0.08035793900489807,0.028498776257038116,0.0737682431936264,0.60370172821978,0.16005208333333334,0.1527777777777778
126,22.596899994823616,3.0107000056887046,0.05853408947587013,0.06993719190359116,0.02399892359972,0.0661192461848259,0.6257264345526103,0.17416666666666666,0.12222222222222222
127,21.99780000228202,3.206999994290527,0.09186216443777084,0.03390830010175705,0.029390808194875717,0.08356698602437973,0.4076546288534539,0.19618055555555555,0.12222222222222222
128,21.727699997427408,3.0056000032345764,0.08124253898859024,0.056600842624902725,0.026543373242020607,0.07969249784946442,0.5714647869002961,0.19819444444444445,0.09166666666666666
129,23.57309999933932,4.98370000423165,0.022831667214632034,0.11830218881368637,0.09509208053350449,0.11700519174337387,0.4947566405446399,0.04748263888888889,0.12222222222222222
130,29.63129999989178,3.6321999941719696,0.02690058946609497,0.07522431761026382,0.04448141157627106,0.0787196010351181,0.5352542019129942,0.07409722222222222,0.10694444444444444
131,34.81800000008661,4.7228999974322505,0.0506390780210495,0.10120805352926254,0.04891876503825188,0.09457626193761826,0.619888387897956,0.14309027777777777,0.1375
132,24.776799997198395,4.168399995251093,0.08968973159790039,0.06624726206064224,0.02768809162080288,0.07829122245311737,0.5603690845804605,0.20446180555555554,0.16805555555555557
133,34.69770000083372,4.357499994512182,0.07166016101837158,0.12533915042877197,0.05398252606391907,0.10825200378894806,0.5666575796811528,0.17796875,0.18333333333333332
134,25.85669999825768,3.1231999964802526,0.052738528698682785,0.11784856021404266,0.052767544984817505,0.09709949046373367,0.6185625228742098,0.148125,0.16805555555555557
135,33.75599999708356,3.1999999991967343,0.09325524419546127,0.10654974728822708,0.03527206555008888,0.09394548088312149,0.5935063437546864,0.21364583333333334,0.1986111111111111
136,21.801399998366833,3.2981000040308572,0.11115794628858566,0.046765536069869995,0.037489764392375946,0.09192337095737457,0.5125799027776983,0.23244791666666667,0.1375
137,27.436299998953473,3.1215999988489784,0.0519808754324913,0.11012151837348938,0.044940363615751266,0.08861952275037766,0.6510717295005417,0.18421875,0.18333333333333332
138,22.081700000853743,3.1758000041008927,0.09247175604104996,0.07550826668739319,0.02830647863447666,0.07829415798187256,0.5573313040590234,0.24472222222222223,0.21388888888888888
139,22.81360000051791,3.217099998437334,0.07091119885444641,0.10003235936164856,0.03740154579281807,0.08414550870656967,0.7324877629603708,0.18940972222222222,0.12222222222222222
140,22.592000001168344,3.096599997661542,0.03952272981405258,0.11689285188913345,0.05478546395897865,0.09895013272762299,0.6608505608199736,0.13619791666666667,0.16805555555555557
141,21.830599995155353,3.059800001210533,0.05874619260430336,0.0711221992969513,0.03808547556400299,0.0711732804775238,0.5717293363590118,0.1115451388888889,0.09166666666666666
142,21.502499999769498,3.537500000675209,0.06770836561918259,0.06333758682012558,0.01773173175752163,0.06105297431349754,0.6539113648149815,0.1836111111111111,0.1375
143,21.827600001415703,2.987599997140933,0.09363994747400284,0.07693175971508026,0.03180648386478424,0.08786378800868988,0.6037726429813071,0.23428819444444443,0.12222222222222222
144,20.378300003358163,3.289500004029833,0.06724150478839874,0.10292604565620422,0.031564369797706604,0.07764814794063568,0.7085104639070424,0.20607638888888888,0.16805555555555557
145,23.717500000202563,4.521700000623241,0.030862189829349518,0.08479560166597366,0.03223508596420288,0.07594223320484161,0.5778651749174303,0.11777777777777777,0.18333333333333332
146,22.835999996459577,3.0576999997720122,0.03521047532558441,0.09128403663635254,0.03773083537817001,0.07942637801170349,0.5556340541323846,0.11112847222222222,0.18333333333333332
147,22.32419999927515,3.5987999945064075,0.0049751694314181805,0.6072360277175903,0.4531491994857788,0.6028441190719604,0.04206921451952063,0.0002951388888888889,0.9319444444444445
148,23.085600005288143,3.0034000010346062,0.0031579812057316303,0.027956560254096985,0.016243070363998413,0.02796630933880806,0.3123937503523435,0.002916666666666667,0.06111111111111111
149,21.03019999776734,3.0474000013782643,0.0038749552331864834,0.0798904076218605,0.04908321052789688,0.07922592014074326,0.27138317895898445,0.0040625,0.1375
